40724 797 1 13521 14377 22985 24859 0
40757 797 1 13521 14364 22985 24859 0
40807 797 1 13521 14364 22966 24859 0
40886 797 1 13521 14364 22966 23625 0
40886 797 1 13521 14364 22966 23625 0
40923 797 1 13526 14364 22966 23625 0
40973 797 1 13526 14367 22966 23625 0
41040 797 1 13526 14367 22959 23625 0
41107 797 1 13526 14367 22959 23273 0
41107 797 1 13526 14367 22959 23273 0
41141 797 1 13525 14367 22959 23273 0
41174 797 1 13525 14374 22959 23273 0
41240 797 1 13525 14374 22936 23273 0
41307 798 1 13525 14374 22936 22373 0
41307 798 1 13525 14374 22936 22373 0
41357 798 1 13522 14374 22936 22373 0
41397 800 1 13522 14350 22936 22373 0
41461 802 1 13522 14350 22858 22373 0
41524 805 1 13522 14350 22858 21087 0
41526 805 1 13522 14350 22858 21087 0
41574 807 1 13526 14350 22858 21087 0
41605 807 1 13526 14320 22858 21087 0
41674 811 1 13526 14320 22813 21087 0
41724 816 1 13526 14320 22813 20529 0
41724 816 1 13526 14320 22813 20529 0
41774 820 1 13529 14320 22813 20529 0
41813 822 1 13529 14328 22813 20529 0
41877 829 1 13529 14328 22768 20529 0
41931 833 1 13529 14328 22768 20302 0
41931 833 1 13529 14328 22768 20302 0
41981 835 1 13521 14328 22768 20302 0
42021 840 1 13521 14307 22768 20302 0
42085 844 1 13521 14307 22738 20302 0
42148 848 1 13521 14307 22738 20221 0
42148 848 1 13521 14307 22738 20221 0
42198 853 1 13519 14307 22738 20221 0
42214 855 1 13519 14307 22738 20221 0
42282 861 1 13519 14307 22716 20221 0
42348 868 1 13519 14307 22716 20160 0
42348 868 1 13519 14307 22716 20160 0
42398 870 1 13526 14307 22716 20160 0
42431 875 1 13526 14304 22716 20160 0
42497 879 1 13526 14304 22720 20160 0
42564 883 1 13526 14304 22720 20135 0
42564 883 1 13526 14304 22720 20135 0
42596 883 1 13522 14304 22720 20135 0
42631 886 1 13522 14307 22720 20135 0
42698 886 1 13522 14307 22711 20135 0
42764 886 1 13522 14307 22711 20130 0
42764 886 1 13522 14307 22711 20130 0
42798 886 1 13525 14307 22711 20130 0
42848 888 1 13525 14296 22711 20130 0
42914 888 1 13525 14296 22709 20130 0
42981 888 1 13525 14296 22709 20134 0
42981 888 1 13525 14296 22709 20134 0
42998 888 1 13529 14296 22709 20134 0
43048 888 1 13529 14296 22709 20134 0
43114 888 1 13529 14296 22710 20134 0
43172 888 1 13529 14296 22710 20131 0
43172 888 1 13529 14296 22710 20131 0
43215 888 1 13527 14296 22710 20131 0
